COD_S11,GENDER,EDU_FATHER,EDU_MOTHER,OCC_FATHER,OCC_MOTHER,STRATUM,SISBEN,PEOPLE_HOUSE,INTERNET,TV,COMPUTER,WASHING_MCH,MIC_OVEN,CAR,DVD,FRESH,PHONE,MOBILE,REVENUE,JOB,SCHOOL_NAT,SCHOOL_TYPE,MAT_S11,QR_PRO,SEL,SEL_IHE,UNIV_PROG
SB11201220425101,F,Incomplete Secundary,Incomplete Secundary,Independent,Independent,Stratum 2,Level 1,Twelve or more,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Between 2 and less than 3 LMMW,No,PUBLIC,ACADEMIC,60,54,1,1,FUNDACION UNIVERSITARIA DE POPAYAN-POPAYAN_INDUSTRIAL ENGINEERING
SB11201220425111,F,Incomplete Secundary,Incomplete primary ,Independent,Home,Stratum 2,Level 2,Four,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,less than 1 LMMW,No,PUBLIC,ACADEMIC,39,31,1,1,FUNDACION UNIVERSITARIA DE POPAYAN-POPAYAN_INDUSTRIAL ENGINEERING
SB11201220425124,F,Incomplete primary ,Incomplete Secundary,Small entrepreneur ,Small entrepreneur ,Stratum 3,It is not classified by the SISBEN,Four,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,PUBLIC,ACADEMIC,57,31,1,2,CORPORACION UNIVERSITARIA AUTONOMA DEL CAUCA-POPAYAN_ELECTRONIC ENGINEERING
SB11201220425253,F,Incomplete primary ,Incomplete primary ,Other occupation,Independent,Stratum 1,Level 1,Once,No,No,No,No,No,No,No,No,Yes,No,less than 1 LMMW,No,PUBLIC,ACADEMIC,67,72,1,1,FUNDACION UNIVERSITARIA DE POPAYAN-POPAYAN_INDUSTRIAL ENGINEERING
SB11201220425325,F,0,Incomplete primary ,0,0,Stratum 2,It is not classified by the SISBEN,Four,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,PRIVATE,ACADEMIC,51,64,3,2,CORPORACION UNIVERSITARIA DEL HUILA-CORHUILA-NEIVA_INDUSTRIAL ENGINEERING
SB11201220426636,F,Complete Secundary,Incomplete Secundary,Operator,Home,Stratum 1,Level 2,Three,No,No,No,No,No,No,No,Yes,Yes,No,less than 1 LMMW,No,PUBLIC,TECHNICAL,48,33,2,1,FUNDACION UNIVERSITARIA DE POPAYAN-POPAYAN_INDUSTRIAL ENGINEERING
SB11201220429142,M,Complete Secundary,Postgraduate education,Other occupation,Technical or professional level employee,Stratum 1,Level 1,Five,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Between 2 and less than 3 LMMW,No,PUBLIC,TECHNICAL,55,77,2,2,UNIVERSIDAD SANTIAGO DE CALI-CALI_ELECTRONIC ENGINEERING
SB11201220429526,M,0,Complete primary ,0,0,Stratum 3,It is not classified by the SISBEN,Four,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Between 2 and less than 3 LMMW,No,PUBLIC,TECHNICAL,53,83,4,2,UNIVERSIDAD TECNOLOGICA DE PEREIRA - ITP-PEREIRA_INDUSTRIAL ENGINEERING
SB11201220429932,M,Incomplete Secundary,Incomplete Secundary,Independent,Home,Stratum 3,It is not classified by the SISBEN,Eight,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Between 2 and less than 3 LMMW,No,PUBLIC,ACADEMIC,79,81,2,1,UNIVERSIDAD DE NARIÑO-PASTO_CIVIL ENGINEERING
SB11201220430364,F,Complete Secundary,Incomplete primary ,Operator,Auxiliary or Administrative,Stratum 1,Level 1,Two,No,No,No,No,No,No,No,Yes,Yes,No,less than 1 LMMW,No,PUBLIC,TECHNICAL/ACADEMIC,50,11,2,1,FUNDACION UNIVERSITARIA DE POPAYAN-POPAYAN_INDUSTRIAL ENGINEERING
SB11201220431015,F,Complete Secundary,Complete Secundary,Other occupation,Home,Stratum 1,It is not classified by the SISBEN,Three,No,No,Yes,No,No,No,No,Yes,Yes,No,Between 1 and less than 2 LMMW,No,PUBLIC,TECHNICAL/ACADEMIC,58,79,2,2,CORPORACION UNIVERSITARIA AUTONOMA DEL CAUCA-POPAYAN_ELECTRONIC ENGINEERING
SB11201220431070,F,Complete Secundary,Complete Secundary,Operator,Operator,Stratum 2,Level 1,Four,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,No,PUBLIC,TECHNICAL,50,15,2,1,FUNDACION UNIVERSITARIA DE POPAYAN-POPAYAN_INDUSTRIAL ENGINEERING
SB11201220431264,M,Complete professional education,Incomplete technical or technological,Operator,Small entrepreneur ,Stratum 2,It is not classified by the SISBEN,Four,No,No,No,No,No,No,No,Yes,Yes,No,less than 1 LMMW,No,PRIVATE,ACADEMIC,70,83,3,2,UNIVERSIDAD SANTIAGO DE CALI-CALI_INDUSTRIAL ENGINEERING
SB11201220431422,M,Incomplete Secundary,Incomplete Secundary,Independent professional,Home,Stratum 1,Level 1,Four,No,No,No,No,No,No,Yes,Yes,Yes,No,less than 1 LMMW,No,PUBLIC,ACADEMIC,66,54,2,1,FUNDACION UNIVERSITARIA DE POPAYAN-POPAYAN_INDUSTRIAL ENGINEERING
SB11201220431438,F,Complete technique or technology,Complete Secundary,Operator,Home,Stratum 1,Level 1,Four,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,No,PUBLIC,ACADEMIC,52,39,1,2,UNIVERSIDAD SANTIAGO DE CALI-CALI_INDUSTRIAL ENGINEERING
SB11201220431864,M,Complete primary ,Complete Secundary,Independent,Independent,Stratum 1,Level 1,Four,No,No,No,No,No,No,Yes,Yes,Yes,No,less than 1 LMMW,No,PUBLIC,ACADEMIC,62,89,2,1,FUNDACION UNIVERSITARIA DE POPAYAN-POPAYAN_INDUSTRIAL ENGINEERING
SB11201220432095,M,Complete Secundary,Complete Secundary,Independent,Home,Stratum 1,Level 1,Five,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,PUBLIC,TECHNICAL,60,82,1,1,CORPORACION UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA-POPAYAN_INDUSTRIAL ENGINEERING
SB11201220432181,M,Complete Secundary,Complete primary ,Operator,Home,Stratum 1,Level 1,Four,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,No,PUBLIC,TECHNICAL,41,39,2,1,CORPORACION UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA-POPAYAN_INDUSTRIAL ENGINEERING
SB11201220432192,M,Complete Secundary,Complete Secundary,Small entrepreneur ,Executive,Stratum 2,Level 1,Four,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,PUBLIC,TECHNICAL,69,23,2,2,INSTITUCION UNIVERSITARIA ANTONIO JOSE CAMACHO - UNIAJC-CALI_ELECTRONIC ENGINEERING
SB11201220432331,M,0,0,0,0,Stratum 1,Level 1,Four,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,PUBLIC,TECHNICAL,50,26,2,1,FUNDACION UNIVERSITARIA DE POPAYAN-POPAYAN_INDUSTRIAL ENGINEERING
SB11201220432341,M,Incomplete Secundary,Incomplete Secundary,Independent,Home,Stratum 2,It is not classified by the SISBEN,Three,No,No,No,No,No,No,No,Yes,Yes,Yes,less than 1 LMMW,No,PUBLIC,TECHNICAL,56,33,1,1,CORPORACION UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA-POPAYAN_INDUSTRIAL ENGINEERING
SB11201220432511,F,Incomplete primary ,Incomplete primary ,Operator,Home,Stratum 1,Level 1,Eight,No,No,Yes,No,No,No,Yes,Yes,Yes,No,less than 1 LMMW,No,PUBLIC,ACADEMIC,50,36,1,1,FUNDACION UNIVERSITARIA DE POPAYAN-POPAYAN_INDUSTRIAL ENGINEERING
SB11201220432671,M,Complete technique or technology,Complete Secundary,Home,Retired,Stratum 1,It is not classified by the SISBEN,Four,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,Between 1 and less than 2 LMMW,No,PUBLIC,TECHNICAL,62,53,2,1,FUNDACION UNIVERSITARIA DE POPAYAN-POPAYAN_INDUSTRIAL ENGINEERING
SB11201220432728,F,Postgraduate education,Complete technique or technology,Technical or professional level employee,Home,Stratum 3,It is not classified by the SISBEN,Five,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,PRIVATE,ACADEMIC,48,31,2,1,FUNDACION UNIVERSITARIA DE POPAYAN-POPAYAN_INDUSTRIAL ENGINEERING
SB11201220433137,M,Complete professional education,Complete Secundary,Executive,Home,Stratum 3,It is not classified by the SISBEN,Six,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,PRIVATE,ACADEMIC,66,77,4,2,UNIVERSIDAD LIBRE-CALI_INDUSTRIAL ENGINEERING
SB11201220433313,M,Incomplete primary ,Complete primary ,Operator,Home,Stratum 1,Level 1,Four,No,No,No,No,No,Yes,Yes,No,Yes,No,less than 1 LMMW,No,PUBLIC,TECHNICAL,50,73,1,1,CORPORACION UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA-POPAYAN_INDUSTRIAL ENGINEERING
SB11201220433352,F,Incomplete technical or technological,Complete Secundary,Technical or professional level employee,Other occupation,Stratum 2,Level 1,Four,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Between 2 and less than 3 LMMW,"Yes, less than 20 hours per week",PRIVATE,ACADEMIC,57,67,2,3,UNIVERSIDAD AUTONOMA DE OCCIDENTE-CALI_INDUSTRIAL ENGINEERING
SB11201220433354,M,Complete primary ,Complete Secundary,Operator,Home,Stratum 3,It is not classified by the SISBEN,Four,No,No,No,No,No,No,No,Yes,Yes,No,Between 1 and less than 2 LMMW,No,PRIVATE,ACADEMIC,72,97,2,2,"POLITECNICO COLOMBIANO""JAIME ISAZA CADAVID""-MEDELLIN_PRODUCTIVITY AND QUALITY ENGINEERING"
SB11201220433435,F,0,0,0,Home,Stratum 2,It is not classified by the SISBEN,Four,No,No,No,No,No,No,No,Yes,Yes,No,Between 3 and less than 5 LMMW,No,PUBLIC,ACADEMIC,65,45,3,1,FUNDACION UNIVERSITARIA DE POPAYAN-POPAYAN_INDUSTRIAL ENGINEERING
SB11201220434280,F,Complete professional education,Complete professional education,Independent,Small entrepreneur ,Stratum 4,It is not classified by the SISBEN,Three,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,PRIVATE,ACADEMIC,64,82,4,4,PONTIFICIA UNIVERSIDAD JAVERIANA-BOGOTÁ D.C._INDUSTRIAL ENGINEERING
SB11201220434678,F,Not sure,Complete technique or technology,Independent,Home,Stratum 2,It is not classified by the SISBEN,Six,No,No,No,No,No,No,No,No,No,No,Between 1 and less than 2 LMMW,No,PUBLIC,ACADEMIC,78,99,1,2,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA_MECHANICAL ENGINEERING
SB11201220434911,M,Complete professional education,Complete professional education,Independent professional,Home,Stratum 3,Level 1,Five,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,PRIVATE,ACADEMIC,55,87,4,2,UNIVERSIDAD DEL MAGDALENA - UNIMAGDALENA-SANTA MARTA_CIVIL ENGINEERING
SB11201220434923,F,Complete professional education,Incomplete Professional Education,Technical or professional level employee,Independent,Stratum 3,It is not classified by the SISBEN,Four,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,PRIVATE,ACADEMIC,76,92,1,2,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA_INDUSTRIAL ENGINEERING
SB11201220435036,M,Complete professional education,Complete Secundary,Other occupation,Home,Stratum 2,Level 2,Five,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,PUBLIC,TECHNICAL,56,85,2,2,UNIVERSIDAD FRANCISCO DE PAULA SANTANDER-OCAÑA_MECHANICAL ENGINEERING
SB11201220435086,M,Complete primary ,Complete Secundary,Other occupation,Small entrepreneur ,Stratum 1,Level 1,Five,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,PUBLIC,TECHNICAL,60,68,2,1,UNIVERSIDAD POPULAR DEL CESAR-VALLEDUPAR_ELECTRONIC ENGINEERING
SB11201220435144,M,Complete Secundary,Complete Secundary,Other occupation,Other occupation,Stratum 1,Level 1,Four,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,PUBLIC,TECHNICAL,70,94,2,1,UNIVERSIDAD POPULAR DEL CESAR-VALLEDUPAR_ELECTRONIC ENGINEERING
SB11201220435308,M,0,0,0,Home,Stratum 1,Level 2,Four,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,PUBLIC,ACADEMIC,49,64,1,2,UNIVERSIDAD FRANCISCO DE PAULA SANTANDER-OCAÑA_MECHANICAL ENGINEERING
SB11201220435684,F,Complete Secundary,Complete professional education,Other occupation,Independent,Stratum 2,It is not classified by the SISBEN,Four,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Between 2 and less than 3 LMMW,No,PUBLIC,TECHNICAL/ACADEMIC,47,8,2,2,UNIVERSIDAD DE SANTANDER - UDES-BUCARAMANGA_INDUSTRIAL ENGINEERING
SB11201220436275,M,Not sure,Not sure,Operator,Auxiliary or Administrative,Stratum 4,It is not classified by the SISBEN,Seven,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,PRIVATE,ACADEMIC,52,91,2,2,UNIVERSIDAD DEL MAGDALENA - UNIMAGDALENA-SANTA MARTA_INDUSTRIAL ENGINEERING
SB11201220436580,M,Complete professional education,Complete professional education,Entrepreneur ,Executive,Stratum 4,It is not classified by the SISBEN,Five,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,0,No,PRIVATE,ACADEMIC,58,67,4,2,UNIVERSIDAD LIBRE-BARRANQUILLA_INDUSTRIAL ENGINEERING
SB11201220436584,M,0,0,0,0,Stratum 4,It is not classified by the SISBEN,Eight,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,PRIVATE,ACADEMIC,78,100,2,2,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA_INDUSTRIAL ENGINEERING
SB11201220436588,M,Complete professional education,Complete professional education,Executive,Independent professional,Stratum 3,It is not classified by the SISBEN,Four,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,0,No,PRIVATE,ACADEMIC,58,70,4,3,"UNIVERSIDAD MILITAR""NUEVA GRANADA""-BOGOTÁ D.C._CIVIL ENGINEERING"
SB11201220436924,F,Complete Secundary,Complete Secundary,Other occupation,Other occupation,Stratum 3,Level 2,Nueve,No,No,No,No,No,No,No,Yes,No,Yes,Between 1 and less than 2 LMMW,No,PUBLIC,ACADEMIC,62,68,2,1,UNIVERSIDAD POPULAR DEL CESAR-VALLEDUPAR_ELECTRONIC ENGINEERING
SB11201220437344,M,Complete Secundary,Incomplete technical or technological,Independent,Home,Stratum 2,It is not classified by the SISBEN,Five,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,PUBLIC,ACADEMIC,41,33,4,2,UNIVERSIDAD DE SANTANDER - UDES-BUCARAMANGA_INDUSTRIAL ENGINEERING
SB11201220437362,F,Complete Secundary,Complete technique or technology,Other occupation,Other occupation,Stratum 2,It is not classified by the SISBEN,Five,No,No,No,Yes,No,No,No,Yes,No,Yes,Between 1 and less than 2 LMMW,No,PUBLIC,ACADEMIC,44,18,2,2,UNIVERSIDAD DE SANTANDER - UDES-BUCARAMANGA_INDUSTRIAL ENGINEERING
SB11201220437374,F,Complete primary ,Complete professional education,Independent,Home,Stratum 2,Level 2,Six,No,No,No,No,No,No,No,Yes,Yes,No,Between 1 and less than 2 LMMW,No,PUBLIC,ACADEMIC,66,85,1,2,UNIVERSIDAD DEL ATLANTICO-BARRANQUILLA_INDUSTRIAL ENGINEERING
SB11201220437416,M,Complete primary ,Complete primary ,0,0,Stratum 1,It is not classified by the SISBEN,Eight,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,PUBLIC,ACADEMIC,70,94,4,1,UNIVERSIDAD POPULAR DEL CESAR-VALLEDUPAR_ELECTRONIC ENGINEERING
SB11201220437450,M,Complete Secundary,Complete Secundary,Small entrepreneur ,Technical or professional level employee,Stratum 2,Level 2,Four,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,PUBLIC,ACADEMIC,69,76,4,1,UNIVERSIDAD POPULAR DEL CESAR-VALLEDUPAR_ELECTRONIC ENGINEERING
SB11201220437503,M,Complete primary ,Complete primary ,Other occupation,Home,Stratum 2,Level 1,Four,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,PUBLIC,ACADEMIC,51,78,2,2,UNIVERSIDAD DE SANTANDER - UDES-BUCARAMANGA_INDUSTRIAL ENGINEERING
SB11201220437840,F,Complete professional education,Complete professional education,Independent professional,Technical or professional level employee,Stratum 3,It is not classified by the SISBEN,Four,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,PRIVATE,ACADEMIC,55,69,4,1,UNIVERSIDAD DE PAMPLONA-PAMPLONA_INDUSTRIAL ENGINEERING
SB11201220438162,F,Complete technique or technology,Complete technique or technology,Independent,Technical or professional level employee,Stratum 3,It is not classified by the SISBEN,Six,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,PUBLIC,ACADEMIC,80,100,2,4,UNIVERSIDAD DEL NORTE-BARRANQUILLA_MECHANICAL ENGINEERING
SB11201220438271,M,Complete professional education,Postgraduate education,Entrepreneur ,Entrepreneur ,Stratum 5,It is not classified by the SISBEN,Three,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,No,PRIVATE,ACADEMIC,64,87,4,4,PONTIFICIA UNIVERSIDAD JAVERIANA-BOGOTÁ D.C._CIVIL ENGINEERING
SB11201220438272,F,Incomplete primary ,Complete technique or technology,Independent,Home,Stratum 4,It is not classified by the SISBEN,Three,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Between 3 and less than 5 LMMW,No,PRIVATE,ACADEMIC,75,85,1,2,UNIVERSIDAD DE SANTANDER - UDES-BUCARAMANGA_INDUSTRIAL ENGINEERING
SB11201220438538,F,Complete professional education,Complete professional education,Operator,Operator,Stratum 6,It is not classified by the SISBEN,Six,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,PRIVATE,ACADEMIC,59,37,4,2,UNIVERSIDAD DE SANTANDER - UDES-BUCARAMANGA_INDUSTRIAL ENGINEERING
SB11201220438786,F,Postgraduate education,Complete professional education,Executive,Technical or professional level employee,Stratum 4,It is not classified by the SISBEN,Four,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,PRIVATE,ACADEMIC,62,81,4,2,UNIVERSIDAD DEL SINÚ 'Elías Bechara Zainúm' - UNISINÚ-MONTERIA_CIVIL ENGINEERING
SB11201220438793,M,Complete technique or technology,Complete professional education,Auxiliary or Administrative,Home,Stratum 4,It is not classified by the SISBEN,Five,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,PRIVATE,ACADEMIC,68,69,4,2,UNIVERSIDAD AUTONOMA DEL CARIBE-BARRANQUILLA_MECHANICAL ENGINEERING
SB11201220438827,M,Incomplete Secundary,Incomplete Secundary,Other occupation,Independent,Stratum 2,It is not classified by the SISBEN,Five,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,less than 1 LMMW,No,PUBLIC,ACADEMIC,65,74,1,1,UNIVERSIDAD DE LA GUAJIRA-RIOHACHA_CIVIL ENGINEERING
SB11201220439397,M,Complete Secundary,Complete professional education,Executive,Executive,Stratum 2,It is not classified by the SISBEN,Four,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,less than 1 LMMW,No,PRIVATE,ACADEMIC,49,30,2,1,UNIVERSIDAD DE PAMPLONA-PAMPLONA_CIVIL ENGINEERING
SB11201220439434,F,Postgraduate education,Postgraduate education,Technical or professional level employee,Independent professional,Stratum 3,It is not classified by the SISBEN,Five,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,No,PRIVATE,ACADEMIC,58,73,4,4,UNIVERSIDAD DEL NORTE-BARRANQUILLA_INDUSTRIAL ENGINEERING
SB11201220439605,F,Complete professional education,Complete professional education,Executive,Executive,Stratum 4,It is not classified by the SISBEN,Four,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,PRIVATE,ACADEMIC,50,30,4,2,UNIVERSIDAD DE SANTANDER - UDES-BUCARAMANGA_INDUSTRIAL ENGINEERING
SB11201220439785,F,Complete Secundary,Complete professional education,Operator,Executive,Stratum 2,It is not classified by the SISBEN,Three,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,PUBLIC,TECHNICAL/ACADEMIC,53,78,4,1,UNIVERSIDAD FRANCISCO DE PAULA SANTANDER-CUCUTA_CIVIL ENGINEERING
SB11201220439808,M,0,0,0,0,Stratum 2,It is not classified by the SISBEN,Two,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,PUBLIC,TECHNICAL/ACADEMIC,77,94,1,2,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA_ELECTRONIC ENGINEERING
SB11201220439835,M,Incomplete Secundary,Complete technique or technology,Independent,Executive,Stratum 1,Level 1,Seven,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,Between 2 and less than 3 LMMW,No,PUBLIC,ACADEMIC,55,81,1,2,UNIVERSIDAD DE CARTAGENA-CARTAGENA_CIVIL ENGINEERING
SB11201220439956,M,Complete professional education,Complete Secundary,Other occupation,Operator,Stratum 1,It is not classified by the SISBEN,Four,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,No,PUBLIC,TECHNICAL/ACADEMIC,44,94,1,1,UNIVERSIDAD FRANCISCO DE PAULA SANTANDER-CUCUTA_CIVIL ENGINEERING
SB11201220439966,M,Complete primary ,Complete primary ,Independent,Home,Stratum 2,Level 2,Four,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,Between 1 and less than 2 LMMW,No,PUBLIC,TECHNICAL/ACADEMIC,59,70,1,1,UNIVERSIDAD FRANCISCO DE PAULA SANTANDER-CUCUTA_CIVIL ENGINEERING
SB11201220440115,M,Complete Secundary,Complete Secundary,Entrepreneur ,Home,Stratum 1,It is not classified by the SISBEN,Five,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,PUBLIC,TECHNICAL/ACADEMIC,62,96,3,2,UNIVERSIDAD FRANCISCO DE PAULA SANTANDER-OCAÑA_MECHANICAL ENGINEERING
SB11201220440125,F,Complete primary ,Incomplete Secundary,Small entrepreneur ,Independent,Stratum 2,Level 2,Three,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Between 2 and less than 3 LMMW,No,PUBLIC,TECHNICAL/ACADEMIC,39,13,1,2,UNIVERSIDAD PONTIFICIA BOLIVARIANA-BUCARAMANGA_INDUSTRIAL ENGINEERING
SB11201220440134,M,Incomplete Secundary,Complete primary ,Independent,Home,Stratum 2,Level 1,Four,No,No,No,Yes,No,No,No,Yes,Yes,No,Between 1 and less than 2 LMMW,No,PUBLIC,TECHNICAL/ACADEMIC,51,76,2,1,UNIVERSIDAD DE LA GUAJIRA-RIOHACHA_INDUSTRIAL ENGINEERING
SB11201220440159,M,Complete Secundary,Complete Secundary,Independent,Independent,Stratum 1,Level 1,Five,No,No,No,No,No,No,No,Yes,Yes,No,less than 1 LMMW,No,PUBLIC,TECHNICAL/ACADEMIC,58,57,1,2,UNIVERSIDAD FRANCISCO DE PAULA SANTANDER-OCAÑA_MECHANICAL ENGINEERING
SB11201220440463,M,Incomplete Secundary,Complete Secundary,Independent,Independent,Stratum 1,Level 1,Eight,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,No,PUBLIC,TECHNICAL/ACADEMIC,59,95,1,2,UNIVERSIDAD FRANCISCO DE PAULA SANTANDER-OCAÑA_MECHANICAL ENGINEERING
SB11201220440474,M,Incomplete primary ,Complete Secundary,Independent,Home,Stratum 1,Level 1,Seven,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,No,PUBLIC,TECHNICAL/ACADEMIC,57,56,1,2,UNIVERSIDAD FRANCISCO DE PAULA SANTANDER-OCAÑA_MECHANICAL ENGINEERING
SB11201220440479,M,Incomplete Secundary,Complete professional education,Small entrepreneur ,Operator,Stratum 2,Level 2,Five,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,PUBLIC,TECHNICAL/ACADEMIC,66,98,3,2,UNIVERSIDAD FRANCISCO DE PAULA SANTANDER-OCAÑA_MECHANICAL ENGINEERING
SB11201220440574,M,Complete primary ,Complete technique or technology,Independent,Home,Stratum 1,Level 1,Two,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,less than 1 LMMW,No,PUBLIC,TECHNICAL/ACADEMIC,62,90,1,2,UNIVERSIDAD FRANCISCO DE PAULA SANTANDER-OCAÑA_MECHANICAL ENGINEERING
SB11201220440821,M,Incomplete technical or technological,Complete Secundary,Operator,Independent professional,Stratum 2,Level 1,One,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,PUBLIC,TECHNICAL/ACADEMIC,65,57,2,2,UNIVERSIDAD DEL MAGDALENA - UNIMAGDALENA-SANTA MARTA_INDUSTRIAL ENGINEERING
SB11201220440823,M,Incomplete primary ,Incomplete primary ,0,0,Stratum 2,Esta clasificada en otro Level del SISBEN,Eight,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,PUBLIC,TECHNICAL/ACADEMIC,68,96,2,2,UNIVERSIDAD NACIONAL DE COLOMBIA-MEDELLIN_MECHANICAL ENGINEERING
